school_id,record_date,week_number,school_name,type,plan,economy_level,number_students,tuition_rank,school_level,decision_maker_role,geographical_region,tenure_weeks,contract_remaining_weeks,contract_type,recent_contract_change,renewal_count,payment_delay,payment_frequency,recent_price_change,price_sensitivity,discount_applied,active_users_percentage,weekly_active_users,usage_trend,feature_adoption_rate,critical_feature_usage,peak_usage_day,session_duration_avg,session_frequency,idle_user_percentage,usage_consistency,number_messages_to_support,complain_level,support_response_time,support_ticket_trend,tech_savy_level,number_complaints_with_ceo,support_ticket_categories,sentiment,nps_score,nps_trend,sentiment_trend,feedback_participation,positive_feedback_ratio,feature_satisfaction,training_satisfaction,bugs_ratio,ratio_usability,error_rate,page_load_time,historic_complain_ratio,critical_bug_count,workflow_completion_rate,ratio_feature_requests,feature_request_fulfillment,days_since_feature_update,alignment_with_roadmap,competitor_feature_mentions,days_since_admin_login,stakeholder_engagement,training_completion_rate,days_since_cs_contact,meeting_attendance_rate,proactive_contact_ratio,week_of_year,academic_period,days_to_break,budget_cycle_position,is_renewal_period,churn_risk_score,usage_to_complaint_ratio,engagement_trend,health_score,relative_performance,roi_indicator,feature_value_ratio,churned,churn_reason
52,2025-01-18,3,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,52,0,monthly,0,13,0,monthly,0.0,0.55,0,50.5,231,-0.03,38.0,0,4,22,7.1,49.5,0.49,15,0.48,4.4,0.07,0.69,1,login,0.32,3,-0.6,-0.04,19.0,0.35,1,1,0.0,0.23,0.0,1339,0.12,0,86.0,0.06,0.05,29,0.37,0,14,0.66,0.48,14,0.81,0.44,3,winter term start,100,depleted,1,0.65,0.81,-0.07,1.12,0.41,0.7,0.66,0,
52,2025-01-25,4,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,53,4,monthly,0,13,0,monthly,0.0,0.55,1,48.5,222,0.09,38.0,1,1,24,1.1,51.5,0.25,16,0.48,15.4,-0.1,0.69,0,feature,0.37,3,0.0,0.02,31.0,0.43,1,1,0.0,0.11,0.0,1874,0.21,0,74.0,0.04,0.4,78,0.78,0,14,0.71,0.83,11,0.61,0.25,4,winter term start,31,planning,1,0.64,0.78,0.09,1.13,0.81,0.56,0.68,0,
52,2025-02-01,5,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,54,3,monthly,1,13,0,monthly,0.0,0.55,0,45.5,208,-0.01,38.0,1,1,26,4.5,54.5,0.25,18,0.51,2.7,-0.15,0.69,0,login,0.36,3,0.1,-0.1,50.0,0.33,1,1,0.0,0.03,0.0,706,0.14,0,62.0,0.04,0.3,28,0.94,0,2,0.7,0.57,6,0.91,0.21,5,winter term start,59,allocated,1,0.65,0.72,0.01,1.1,0.87,0.84,0.8,0,
52,2025-02-08,6,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,55,2,monthly,0,13,0,monthly,0.08,0.55,0,44.5,204,0.08,38.0,1,3,29,2.3,55.5,0.2,17,0.5,4.4,-0.14,0.69,0,billing,0.36,3,0.1,-0.07,40.0,0.26,1,1,0.0,0.11,0.0,1656,0.11,0,93.0,0.15,0.22,28,0.83,0,7,0.41,0.4,6,0.79,0.63,6,winter mid-term,22,depleted,1,0.65,0.74,0.0,1.1,0.05,0.83,0.45,0,
52,2025-02-15,7,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,56,1,monthly,0,14,0,monthly,0.0,0.55,1,45.5,208,0.09,38.0,0,2,32,1.7,54.5,0.33,18,0.47,18.0,0.11,0.69,0,bug,0.4,4,-0.7,-0.0,28.0,0.4,2,2,0.0,0.21,0.0,1397,0.25,0,67.0,0.01,0.48,41,0.56,0,7,0.61,0.52,12,0.6,0.73,7,winter mid-term,55,allocated,1,0.63,0.7,0.06,1.14,0.45,0.3,0.42,0,
52,2025-02-22,8,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,57,0,monthly,0,14,0,monthly,0.0,0.55,0,42.5,194,0.1,38.0,1,2,29,2.5,57.5,0.15,19,0.44,4.8,-0.13,0.69,0,billing,0.39,3,0.5,-0.02,44.0,0.41,1,1,0.0,0.27,0.0,1176,0.11,0,65.0,0.11,0.43,51,0.39,0,13,0.64,0.53,2,0.61,0.33,8,winter mid-term,24,depleted,1,0.63,0.72,0.02,1.14,0.01,0.84,0.61,0,
52,2025-03-01,9,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,58,4,monthly,0,14,0,monthly,0.0,0.55,1,38.5,176,0.04,38.0,0,1,28,3.9,61.5,0.21,19,0.45,7.6,-0.05,0.69,0,usability,0.4,4,-0.7,0.06,22.0,0.34,2,2,0.0,0.29,0.0,1331,0.11,0,87.0,0.17,0.13,58,0.19,0,6,0.56,0.82,16,0.62,0.62,9,winter mid-term,25,allocated,1,0.64,0.68,-0.01,1.13,0.44,0.69,0.9,0,
52,2025-03-08,10,School 52,charter,premium,high resource,2291,high,k-12,Admin Staff,International,59,3,monthly,0,14,0,monthly,0.0,0.55,0,39.5,181,0.07,38.0,1,3,27,2.0,60.5,0.26,20,0.44,16.5,0.04,0.69,0,feature,0.4,4,-0.4,0.09,40.0,0.38,2,2,0.0,0.26,0.0,998,0.15,0,77.0,0.09,0.34,1,0.53,1,14,0.43,0.43,9,0.7,0.35,10,winter mid-term,64,planning,1,0.63,0.66,-0.1,1.13,0.52,0.43,0.51,0,
53,2024-08-17,33,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,67,33,annual,0,1,0,annually,0.0,0.48,0,29.2,46,0.05,26.8,1,4,28,9.8,70.8,0.43,3,0.04,22.7,-0.11,0.47,0,billing,0.57,5,-0.1,-0.03,48.0,0.56,2,2,0.03,0.07,2.7,595,0.1,0,86.0,0.01,0.25,37,0.85,0,9,0.32,0.55,15,0.86,0.55,33,spring mid-term,13,depleted,0,0.52,5.98,0.0,1.29,0.16,0.49,0.48,0,
53,2024-08-24,34,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,68,32,annual,0,1,0,quarterly,0.0,0.48,0,25.2,39,-0.06,26.8,0,3,31,9.3,74.8,0.36,5,0.02,20.7,0.03,0.47,0,bug,0.58,5,0.7,-0.1,45.0,0.63,2,2,0.03,0.24,2.7,682,0.12,0,61.0,0.1,0.19,75,0.29,0,3,0.51,0.93,0,0.76,0.76,34,spring mid-term,73,planning,0,0.52,11.14,0.01,1.3,0.87,0.45,0.83,0,
53,2024-08-31,35,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,69,31,annual,0,1,0,monthly,0.0,0.48,1,28.2,44,0.09,26.8,0,2,32,2.4,71.8,0.39,4,0.04,10.2,-0.19,0.47,0,usability,0.6,6,-0.9,-0.07,44.0,0.64,3,3,0.03,0.01,2.7,1636,0.07,0,93.0,0.1,0.47,36,0.92,0,4,0.54,0.98,2,0.91,0.24,35,spring mid-term,86,depleted,0,0.52,6.35,0.03,1.3,0.35,0.59,0.57,0,
53,2024-09-07,36,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,70,30,annual,0,1,0,annually,0.0,0.48,0,24.2,38,-0.09,26.8,0,4,29,4.8,75.8,0.32,6,0.08,19.6,-0.08,0.47,0,bug,0.56,5,0.6,0.01,25.0,0.61,2,2,0.03,0.2,2.7,1156,0.26,0,75.0,0.18,0.19,52,0.08,0,7,0.3,0.74,16,0.56,0.45,36,spring exams,60,depleted,0,0.55,4.98,0.07,1.26,0.35,0.33,0.51,0,
53,2024-09-14,37,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,71,29,annual,0,1,0,quarterly,0.0,0.48,0,22.2,35,0.05,26.8,1,5,30,8.9,77.8,0.41,11,0.15,19.5,0.03,0.47,0,bug,0.57,5,0.3,-0.03,29.0,0.68,2,2,0.03,0.18,2.7,1859,0.23,0,89.0,0.08,0.08,67,0.16,0,12,0.47,0.56,12,0.69,0.37,37,spring exams,15,planning,0,0.57,3.63,-0.02,1.22,0.21,0.27,0.33,0,
53,2024-09-21,38,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,72,28,annual,0,1,0,annually,0.0,0.48,0,25.2,39,-0.02,26.8,0,5,30,2.4,74.8,0.1,13,0.22,6.4,-0.18,0.47,0,feature,0.56,5,-0.4,0.03,36.0,0.48,2,2,0.03,0.28,2.7,1927,0.21,0,71.0,0.15,0.43,24,0.28,0,8,0.82,0.74,1,0.74,0.47,38,spring exams,101,planning,0,0.59,3.25,-0.03,1.19,0.77,0.44,0.37,0,
53,2024-09-28,39,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,73,27,annual,0,1,0,quarterly,0.0,0.48,0,23.2,36,-0.04,26.8,0,3,28,8.0,76.8,0.46,19,0.24,14.9,0.17,0.47,0,bug,0.51,5,-0.1,0.06,16.0,0.47,2,2,0.03,0.27,2.7,1823,0.15,0,62.0,0.01,0.39,17,0.73,0,7,0.45,0.45,18,0.57,0.48,39,spring exams,72,depleted,0,0.61,3.45,-0.07,1.15,0.39,0.7,0.85,0,
53,2024-10-05,40,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,74,26,annual,0,1,0,monthly,0.0,0.48,0,26.2,41,-0.03,26.8,1,4,27,1.3,73.8,0.35,26,0.26,6.9,0.12,0.47,0,billing,0.47,4,-0.1,-0.04,18.0,0.5,2,2,0.03,0.24,2.7,1642,0.01,0,91.0,0.1,0.42,1,0.35,0,4,0.43,0.96,18,0.69,0.78,40,spring exams,31,planning,0,0.63,3.67,-0.04,1.14,0.46,0.23,0.64,0,
53,2024-10-12,41,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,75,25,annual,0,1,0,quarterly,0.0,0.48,0,29.2,46,0.08,26.8,0,3,25,5.9,70.8,0.46,14,0.25,23.5,-0.09,0.47,0,bug,0.51,5,0.0,-0.06,28.0,0.5,2,2,0.03,0.08,2.7,1830,0.12,0,73.0,0.05,0.19,22,0.9,1,12,0.86,0.77,5,0.79,0.71,41,summer break,97,allocated,0,0.6,2.56,0.01,1.17,0.09,0.59,0.38,0,
53,2024-10-19,42,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,76,24,annual,0,1,1,quarterly,0.0,0.48,0,33.2,52,0.08,26.8,0,3,27,1.3,66.8,0.27,8,0.28,9.3,0.02,0.47,0,bug,0.51,5,-0.2,0.02,11.0,0.45,2,2,0.03,0.25,2.7,755,0.28,0,84.0,0.07,0.41,59,0.29,0,8,0.35,0.57,11,0.73,0.32,42,summer break,100,planning,0,0.61,1.7,-0.07,1.16,0.28,0.88,0.41,0,
53,2024-10-26,43,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,77,23,annual,0,1,0,monthly,0.0,0.48,0,31.2,49,-0.0,26.8,0,2,28,5.6,68.8,0.1,3,0.27,18.1,-0.09,0.47,0,bug,0.55,5,0.4,-0.08,34.0,0.49,2,2,0.03,0.3,2.7,942,0.26,0,95.0,0.03,0.34,80,0.39,0,11,0.32,0.56,17,0.98,0.74,43,summer break,13,planning,0,0.59,1.16,0.02,1.18,0.03,0.22,0.85,0,
53,2024-11-02,44,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,78,22,annual,0,1,0,annually,0.0,0.48,1,34.2,53,-0.07,26.8,0,5,26,8.9,65.8,0.41,1,0.25,15.3,-0.13,0.47,0,billing,0.57,5,0.2,0.03,27.0,0.47,2,2,0.03,0.27,2.7,922,0.23,0,61.0,0.02,0.5,54,0.28,0,0,0.44,0.85,7,0.7,0.45,44,summer break,110,allocated,0,0.58,0.82,0.03,1.2,0.66,0.32,0.85,0,
53,2024-11-09,45,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,79,21,annual,0,1,0,quarterly,0.0,0.48,0,37.2,58,-0.0,26.8,0,1,27,1.8,62.8,0.42,3,0.22,2.7,0.1,0.47,0,billing,0.59,5,0.4,0.04,33.0,0.42,2,2,0.03,0.26,2.7,711,0.1,0,78.0,0.11,0.32,27,0.81,1,7,0.41,0.43,1,0.85,0.54,45,fall term start,108,allocated,0,0.56,1.07,0.03,1.24,0.42,0.64,0.62,0,
53,2024-11-16,46,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,80,20,annual,0,1,0,monthly,0.08,0.48,0,39.2,61,-0.04,26.8,1,4,25,3.0,60.8,0.2,4,0.21,10.4,0.0,0.47,0,billing,0.61,6,-0.3,-0.1,16.0,0.48,3,3,0.03,0.21,2.7,1661,0.11,0,82.0,0.16,0.09,17,0.16,0,1,0.6,0.73,16,0.7,0.65,46,fall term start,52,planning,0,0.54,1.32,0.0,1.26,0.92,0.29,0.44,0,
53,2024-11-23,47,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,81,19,annual,0,1,0,monthly,0.0,0.48,1,37.2,58,-0.05,26.8,0,1,27,1.2,62.8,0.49,7,0.19,12.0,0.17,0.47,0,billing,0.64,6,0.8,0.1,34.0,0.53,3,3,0.03,0.2,2.7,1484,0.28,0,79.0,0.04,0.01,44,0.69,0,4,0.33,0.62,12,0.88,0.24,47,fall term start,110,allocated,0,0.53,1.33,-0.02,1.27,0.64,0.31,0.7,0,
53,2024-11-30,48,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,82,18,annual,0,1,0,quarterly,0.09,0.48,0,40.2,63,0.07,26.8,0,3,30,6.2,59.8,0.19,9,0.22,12.1,0.11,0.47,0,usability,0.59,5,1.0,0.07,36.0,0.69,2,2,0.03,0.25,2.7,1048,0.27,0,87.0,0.13,0.05,90,0.21,0,12,0.75,0.43,12,0.66,0.38,48,fall term start,5,depleted,0,0.55,1.37,-0.06,1.25,0.74,0.75,0.64,0,
53,2024-12-07,49,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,83,17,annual,0,1,0,monthly,0.0,0.48,0,42.2,66,0.07,26.8,1,5,30,7.2,57.8,0.3,8,0.24,19.9,0.13,0.47,0,usability,0.61,6,0.8,0.07,35.0,0.58,3,3,0.03,0.07,2.7,935,0.25,0,60.0,0.14,0.13,36,0.31,0,0,0.83,0.69,6,0.98,0.55,49,fall mid-term,73,depleted,0,0.55,1.34,-0.1,1.25,0.03,0.65,0.86,0,
53,2024-12-14,50,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,84,16,annual,0,1,0,quarterly,0.0,0.48,0,43.2,68,-0.07,26.8,1,2,27,1.7,56.8,0.36,7,0.22,3.5,-0.08,0.47,0,bug,0.6,6,-0.5,-0.06,29.0,0.48,3,3,0.03,0.07,2.7,1451,0.26,0,73.0,0.06,0.24,73,0.69,0,3,0.66,0.93,4,0.92,0.33,50,fall mid-term,39,planning,0,0.54,1.54,-0.03,1.26,0.75,0.84,0.76,0,
53,2024-12-21,51,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,85,15,annual,0,1,0,annually,0.0,0.48,0,46.2,72,-0.09,26.8,0,2,24,4.4,53.8,0.45,5,0.24,9.2,-0.19,0.47,0,login,0.64,6,-0.8,-0.05,12.0,0.68,3,3,0.03,0.02,2.7,1509,0.19,0,89.0,0.06,0.24,13,0.41,0,7,0.55,0.93,20,0.7,0.77,51,fall mid-term,58,depleted,0,0.53,1.22,-0.01,1.27,0.13,0.65,0.48,0,
53,2024-12-28,52,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,86,14,annual,0,1,0,monthly,0.0,0.48,0,45.2,71,-0.03,26.8,0,3,22,7.5,54.8,0.23,4,0.21,7.6,0.11,0.47,0,billing,0.67,6,0.1,-0.05,26.0,0.8,3,3,0.03,0.19,2.7,1106,0.16,0,66.0,0.04,0.37,74,0.29,0,0,0.64,0.96,3,0.53,0.28,52,fall mid-term,47,depleted,0,0.51,1.38,-0.01,1.3,0.47,0.77,0.87,0,
53,2025-01-04,1,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,87,13,annual,0,1,0,quarterly,0.0,0.48,0,42.2,66,0.02,26.8,0,2,24,5.5,57.8,0.26,6,0.19,8.1,-0.07,0.47,0,feature,0.65,6,-0.5,0.06,28.0,0.59,3,3,0.03,0.2,2.7,1899,0.02,0,74.0,0.11,0.1,89,0.63,0,0,0.81,0.63,21,0.76,0.78,1,winter term start,0,depleted,0,0.52,1.73,-0.03,1.29,0.4,0.45,0.51,0,
53,2025-01-11,2,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,88,12,annual,0,1,0,monthly,0.0,0.48,0,43.2,68,0.09,26.8,0,1,27,5.3,56.8,0.32,6,0.2,14.3,0.09,0.47,0,feature,0.69,6,0.3,-0.04,20.0,0.5,3,3,0.03,0.23,2.7,1977,0.17,0,73.0,0.18,0.12,9,0.67,2,3,0.72,0.6,14,0.74,0.23,2,winter term start,82,planning,0,0.51,2.02,0.02,1.3,0.98,0.36,0.43,0,
53,2025-01-18,3,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,89,11,annual,0,1,0,quarterly,0.0,0.48,0,48.2,76,0.05,26.8,0,3,27,9.6,51.8,0.15,9,0.22,14.8,-0.03,0.47,0,bug,0.73,7,0.4,-0.05,30.0,0.85,3,3,0.03,0.01,2.7,1557,0.22,0,81.0,0.06,0.42,80,0.87,0,10,0.86,0.64,18,0.96,0.66,3,winter term start,16,allocated,0,0.49,2.17,0.01,1.33,0.49,0.52,0.68,0,
53,2025-01-25,4,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,90,10,annual,0,1,0,quarterly,0.0,0.48,1,48.2,76,0.09,26.8,0,3,29,1.2,51.8,0.2,12,0.21,18.3,0.08,0.47,0,usability,0.69,6,-0.7,0.04,11.0,0.54,3,3,0.03,0.12,2.7,1185,0.12,0,72.0,0.14,0.07,56,0.3,1,3,0.56,0.86,17,0.51,0.72,4,winter term start,64,depleted,0,0.5,2.35,-0.09,1.31,0.72,0.4,0.37,0,
53,2025-02-01,5,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,91,9,annual,0,1,0,annually,0.0,0.48,0,51.2,80,-0.01,26.8,0,1,27,9.1,48.8,0.18,15,0.19,23.8,-0.07,0.47,0,usability,0.66,6,0.6,-0.08,22.0,0.66,3,3,0.03,0.22,2.7,1711,0.28,0,68.0,0.01,0.46,16,0.07,0,9,0.67,0.91,7,0.72,0.57,5,winter term start,65,allocated,0,0.5,3.05,-0.08,1.32,0.83,0.4,0.54,0,
53,2025-02-08,6,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,92,8,annual,0,1,0,monthly,0.0,0.48,0,51.2,80,-0.03,26.8,1,1,25,4.5,48.8,0.47,17,0.19,10.1,-0.05,0.47,0,usability,0.66,6,-0.9,-0.07,37.0,0.77,3,3,0.03,0.26,2.7,1917,0.3,0,84.0,0.19,0.34,2,0.89,0,0,0.67,0.44,17,0.69,0.58,6,winter mid-term,89,allocated,0,0.5,3.1,-0.01,1.32,0.73,0.66,0.62,0,
53,2025-02-15,7,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,93,7,annual,0,1,0,annually,0.0,0.48,1,47.2,74,-0.08,26.8,0,1,28,1.4,52.8,0.21,19,0.2,19.6,-0.03,0.47,0,bug,0.71,7,0.9,-0.01,15.0,0.63,3,3,0.03,0.27,2.7,1617,0.1,0,71.0,0.03,0.43,3,0.96,0,14,0.54,0.85,4,0.9,0.45,7,winter mid-term,44,depleted,1,0.49,2.86,0.04,1.32,0.47,0.23,0.62,0,
53,2025-02-22,8,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,94,6,annual,0,1,0,annually,0.0,0.48,0,42.2,66,0.05,26.8,1,1,25,9.2,57.8,0.18,20,0.21,22.1,0.09,0.47,0,login,0.67,6,-0.1,0.06,21.0,0.56,3,3,0.03,0.23,2.7,812,0.28,0,65.0,0.06,0.29,21,0.31,0,5,0.79,0.58,17,0.89,0.74,8,winter mid-term,67,planning,1,0.52,2.69,0.02,1.29,0.6,0.46,0.33,0,
53,2025-03-01,9,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,95,5,annual,0,1,1,monthly,0.0,0.48,0,40.2,63,-0.08,26.8,1,2,23,3.8,59.8,0.14,19,0.19,8.0,0.02,0.47,0,login,0.69,6,-0.8,0.06,48.0,0.66,3,3,0.03,0.11,2.7,1511,0.06,0,74.0,0.17,0.03,78,0.76,0,14,0.6,0.74,13,0.51,0.26,9,winter mid-term,72,allocated,1,0.51,2.85,-0.05,1.3,0.28,0.43,0.31,0,
53,2025-03-08,10,School 53,public,enterprise,high resource,789,low,middle,Superintendent,Southeast,96,4,annual,0,1,0,quarterly,0.0,0.48,0,45.2,71,-0.07,26.8,0,3,21,8.7,54.8,0.11,17,0.16,17.1,-0.12,0.47,0,billing,0.69,6,0.9,0.06,34.0,0.55,3,3,0.03,0.16,2.7,1289,0.23,0,61.0,0.05,0.24,72,0.53,0,0,0.69,0.81,13,0.99,0.34,10,winter mid-term,24,depleted,1,0.49,3.12,0.01,1.33,0.36,0.81,0.4,0,
54,2024-08-17,33,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,110,16,multi-year,0,1,0,monthly,0.0,0.55,0,30.8,120,0.04,51.6,1,2,26,7.4,69.2,0.3,2,0.01,9.3,0.13,0.77,0,login,0.73,7,0.1,-0.03,14.0,0.66,3,3,0.03,0.14,2.5,762,0.25,0,86.0,0.12,0.02,35,0.49,0,3,0.7,0.54,20,0.51,0.63,33,spring mid-term,109,planning,0,0.34,11.45,-0.0,1.43,0.84,0.56,0.42,0,
54,2024-08-24,34,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,111,15,multi-year,0,1,0,annually,0.0,0.55,0,32.8,128,-0.02,51.6,1,3,26,2.1,67.2,0.48,2,0.0,8.2,-0.04,0.77,0,feature,0.71,7,-0.8,0.09,14.0,0.54,3,3,0.03,0.14,2.5,788,0.18,0,94.0,0.15,0.49,24,0.13,0,6,0.49,0.76,13,0.72,0.7,34,spring mid-term,56,planning,0,0.34,22.55,0.09,1.43,0.38,0.22,0.88,0,
54,2024-08-31,35,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,112,14,multi-year,0,1,0,quarterly,0.0,0.55,1,33.8,132,-0.1,51.6,0,5,25,9.4,66.2,0.42,0,0.0,11.2,-0.12,0.77,0,billing,0.75,7,0.9,-0.06,49.0,0.89,3,3,0.03,0.24,2.5,781,0.03,0,82.0,0.1,0.36,32,0.45,0,2,0.6,0.93,19,0.85,0.33,35,spring mid-term,107,allocated,0,0.33,20.55,0.03,1.45,0.43,0.38,0.76,0,
54,2024-09-07,36,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,113,13,multi-year,0,1,0,monthly,0.0,0.55,0,30.8,120,0.02,51.6,0,4,27,1.0,69.2,0.33,0,0.05,9.8,-0.08,0.77,0,login,0.78,7,1.0,0.02,18.0,0.67,3,3,0.03,0.22,2.5,1329,0.14,0,81.0,0.13,0.04,33,0.66,0,14,0.56,0.52,7,0.75,0.46,36,spring exams,13,allocated,0,0.34,4.91,-0.1,1.43,0.58,0.64,0.32,0,
54,2024-09-14,37,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,114,12,multi-year,0,1,0,quarterly,0.0,0.55,1,34.8,136,0.01,51.6,0,2,24,3.6,65.2,0.31,0,0.08,2.9,-0.09,0.77,0,usability,0.78,7,-0.4,-0.0,37.0,0.6,3,3,0.03,0.26,2.5,985,0.02,0,70.0,0.12,0.41,26,0.71,0,14,0.6,0.79,10,0.89,0.65,37,spring exams,52,planning,0,0.34,4.19,0.1,1.43,0.63,0.74,0.35,0,
54,2024-09-21,38,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,115,11,multi-year,0,1,0,monthly,0.0,0.55,1,35.8,140,-0.05,51.6,0,4,23,3.8,64.2,0.27,1,0.12,11.2,0.09,0.77,0,usability,0.75,7,0.5,-0.04,20.0,0.56,3,3,0.03,0.23,2.5,1382,0.18,0,65.0,0.04,0.36,90,0.08,1,14,0.67,0.74,21,0.81,0.76,38,spring exams,12,depleted,0,0.36,3.58,0.1,1.4,0.01,0.69,0.72,0,
54,2024-09-28,39,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,116,10,multi-year,0,1,0,annually,0.06,0.55,1,35.8,140,-0.04,51.6,0,1,22,3.0,64.2,0.44,2,0.15,17.6,-0.01,0.77,0,login,0.73,7,-0.7,-0.08,34.0,0.53,3,3,0.03,0.18,2.5,1518,0.19,0,76.0,0.14,0.47,18,0.36,1,13,0.76,0.63,15,0.68,0.73,39,spring exams,57,depleted,0,0.37,3.79,-0.02,1.38,0.01,0.6,0.63,0,
54,2024-10-05,40,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,117,9,multi-year,0,1,0,monthly,0.0,0.55,0,33.8,132,0.06,51.6,0,4,22,7.1,66.2,0.46,3,0.23,3.4,-0.15,0.77,0,feature,0.72,7,0.4,-0.0,49.0,0.84,3,3,0.03,0.07,2.5,1478,0.03,0,80.0,0.1,0.4,35,0.53,2,14,0.63,0.73,19,0.83,0.42,40,spring exams,45,depleted,0,0.41,2.93,0.02,1.33,0.61,0.69,0.65,0,
54,2024-10-12,41,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,118,8,multi-year,0,1,0,annually,0.0,0.55,0,32.7,128,0.02,51.6,0,4,20,2.7,67.2,0.21,2,0.2,3.1,0.02,0.77,0,billing,0.7,7,-0.8,-0.07,30.0,0.76,3,3,0.03,0.09,2.5,1476,0.16,0,92.0,0.05,0.48,21,0.58,3,10,0.63,0.96,15,0.88,0.75,41,summer break,59,depleted,0,0.4,2.48,0.01,1.33,0.21,0.82,0.55,0,
54,2024-10-19,42,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,119,7,multi-year,0,1,0,annually,0.0,0.55,0,27.7,108,-0.06,51.6,1,4,23,4.0,72.2,0.25,0,0.21,6.6,0.02,0.77,0,billing,0.69,6,0.9,-0.09,22.0,0.72,3,3,0.03,0.02,2.5,1772,0.24,0,77.0,0.14,0.03,90,0.75,0,6,0.38,0.69,18,0.5,0.27,42,summer break,11,depleted,1,0.42,1.72,0.0,1.31,0.01,0.51,0.81,0,
54,2024-10-26,43,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,120,6,multi-year,0,1,0,monthly,0.0,0.55,1,29.8,116,-0.1,51.6,0,4,21,1.9,70.2,0.45,0,0.2,14.6,-0.01,0.77,0,login,0.71,7,-0.0,-0.07,36.0,0.53,3,3,0.03,0.27,2.5,1513,0.03,0,68.0,0.07,0.23,65,0.72,0,13,0.62,0.41,4,0.55,0.47,43,summer break,23,allocated,1,0.41,1.26,-0.09,1.33,0.43,0.53,0.89,0,
54,2024-11-02,44,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,121,5,multi-year,0,1,0,monthly,0.0,0.55,0,25.8,100,-0.04,51.6,0,3,23,7.8,74.2,0.15,0,0.19,22.1,-0.19,0.77,0,login,0.68,6,-0.0,0.07,28.0,0.62,3,3,0.03,0.02,2.5,1200,0.22,0,65.0,0.03,0.48,24,0.27,0,5,0.39,0.98,18,0.78,0.58,44,summer break,114,allocated,1,0.42,0.93,-0.04,1.31,0.11,0.43,0.84,0,
54,2024-11-09,45,School 54,public,starter,low resource,1960,medium,higher-ed,Superintendent,West,122,4,multi-year,0,1,0,quarterly,0.0,0.55,0,29.8,116,0.06,51.6,0,3,24,3.0,70.2,0.33,0,0.2,16.5,0.06,0.77,0,feature,0.7,7,-0.4,-0.03,37.0,0.75,3,3,0.03,0.25,2.5,976,0.21,0,86.0,0.0,0.43,1,0.4,2,6,0.55,0.46,18,0.66,0.25,45,fall term start,22,depleted,1,0.41,1.02,0.1,1.32,0.57,0.43,0.49,0,
